Bande1,Bande2,Multiplicateur,Tolérance,Valeur
jaune,noir,marron,or,400.0
jaune,noir,marron,argent,400.0
jaune,noir,rouge,or,4000.0
jaune,noir,rouge,argent,4000.0
jaune,noir,orange,or,40000.0
jaune,noir,orange,argent,40000.0
jaune,noir,jaune,or,400000.0
jaune,noir,jaune,argent,400000.0
jaune,noir,vert,or,4000000.0
jaune,noir,vert,argent,4000000.0
jaune,noir,bleu,or,40000000.0
jaune,noir,bleu,argent,40000000.0
jaune,noir,violet,or,400000000.0
jaune,noir,violet,argent,400000000.0
jaune,noir,or,or,4.0
jaune,noir,or,argent,4.0
jaune,noir,argent,or,0.4
jaune,noir,argent,argent,0.4
jaune,marron,noir,or,41.0
jaune,marron,noir,argent,41.0
jaune,marron,marron,or,410.0
jaune,marron,marron,argent,410.0
jaune,marron,rouge,or,4100.0
jaune,marron,rouge,argent,4100.0
jaune,marron,orange,or,41000.0
jaune,marron,orange,argent,41000.0
jaune,marron,jaune,or,410000.0
jaune,marron,jaune,argent,410000.0
jaune,marron,vert,or,4100000.0
jaune,marron,vert,argent,4100000.0
jaune,marron,bleu,or,41000000.0
jaune,marron,bleu,argent,41000000.0
jaune,marron,violet,or,410000000.0
jaune,marron,violet,argent,410000000.0
jaune,marron,or,or,4.1000000000000005
jaune,marron,or,argent,4.1000000000000005
jaune,marron,argent,or,0.41000000000000003
jaune,marron,argent,argent,0.41000000000000003
jaune,rouge,noir,or,42.0
jaune,rouge,noir,argent,42.0
jaune,rouge,marron,or,420.0
jaune,rouge,marron,argent,420.0
jaune,rouge,rouge,or,4200.0
jaune,rouge,rouge,argent,4200.0
jaune,rouge,orange,or,42000.0
jaune,rouge,orange,argent,42000.0
jaune,rouge,jaune,or,420000.0
jaune,rouge,jaune,argent,420000.0
jaune,rouge,vert,or,4200000.0
jaune,rouge,vert,argent,4200000.0
jaune,rouge,bleu,or,42000000.0
jaune,rouge,bleu,argent,42000000.0
jaune,rouge,violet,or,420000000.0
jaune,rouge,violet,argent,420000000.0
jaune,rouge,or,or,4.2
jaune,rouge,or,argent,4.2
jaune,rouge,argent,or,0.42
jaune,rouge,argent,argent,0.42
jaune,orange,noir,or,43.0
jaune,orange,noir,argent,43.0
jaune,orange,marron,or,430.0
jaune,orange,marron,argent,430.0
jaune,orange,rouge,or,4300.0
jaune,orange,rouge,argent,4300.0
jaune,orange,orange,or,43000.0
jaune,orange,orange,argent,43000.0
jaune,orange,jaune,or,430000.0
jaune,orange,jaune,argent,430000.0
jaune,orange,vert,or,4300000.0
jaune,orange,vert,argent,4300000.0
jaune,orange,bleu,or,43000000.0
jaune,orange,bleu,argent,43000000.0
jaune,orange,violet,or,430000000.0
jaune,orange,violet,argent,430000000.0
jaune,orange,or,or,4.3
jaune,orange,or,argent,4.3
jaune,orange,argent,or,0.43
jaune,orange,argent,argent,0.43
jaune,jaune,noir,or,44.0
jaune,jaune,noir,argent,44.0
jaune,jaune,marron,or,440.0
jaune,jaune,marron,argent,440.0
jaune,jaune,rouge,or,4400.0
jaune,jaune,rouge,argent,4400.0
jaune,jaune,orange,or,44000.0
jaune,jaune,orange,argent,44000.0
jaune,jaune,jaune,or,440000.0
jaune,jaune,jaune,argent,440000.0
jaune,jaune,vert,or,4400000.0
jaune,jaune,vert,argent,4400000.0
jaune,jaune,bleu,or,44000000.0
jaune,jaune,bleu,argent,44000000.0
jaune,jaune,violet,or,440000000.0
jaune,jaune,violet,argent,440000000.0
jaune,jaune,or,or,4.4
jaune,jaune,or,argent,4.4
jaune,jaune,argent,or,0.44
jaune,jaune,argent,argent,0.44
jaune,vert,noir,or,45.0
jaune,vert,noir,argent,45.0
jaune,vert,marron,or,450.0
jaune,vert,marron,argent,450.0
jaune,vert,rouge,or,4500.0
jaune,vert,rouge,argent,4500.0
jaune,vert,orange,or,45000.0
jaune,vert,orange,argent,45000.0
jaune,vert,jaune,or,450000.0
jaune,vert,jaune,argent,450000.0
jaune,vert,vert,or,4500000.0
jaune,vert,vert,argent,4500000.0
jaune,vert,bleu,or,45000000.0
jaune,vert,bleu,argent,45000000.0
jaune,vert,violet,or,450000000.0
jaune,vert,violet,argent,450000000.0
jaune,vert,or,or,4.5
jaune,vert,or,argent,4.5
jaune,vert,argent,or,0.45
jaune,vert,argent,argent,0.45
jaune,bleu,noir,or,46.0
jaune,bleu,noir,argent,46.0
jaune,bleu,marron,or,460.0
jaune,bleu,marron,argent,460.0
jaune,bleu,rouge,or,4600.0
jaune,bleu,rouge,argent,4600.0
jaune,bleu,orange,or,46000.0
jaune,bleu,orange,argent,46000.0
jaune,bleu,jaune,or,460000.0
jaune,bleu,jaune,argent,460000.0
jaune,bleu,vert,or,4600000.0
jaune,bleu,vert,argent,4600000.0
jaune,bleu,bleu,or,46000000.0
jaune,bleu,bleu,argent,46000000.0
jaune,bleu,violet,or,460000000.0
jaune,bleu,violet,argent,460000000.0
jaune,bleu,or,or,4.6000000000000005
jaune,bleu,or,argent,4.6000000000000005
jaune,bleu,argent,or,0.46
jaune,bleu,argent,argent,0.46
jaune,violet,noir,or,47.0
jaune,violet,noir,argent,47.0
jaune,violet,marron,or,470.0
jaune,violet,marron,argent,470.0
jaune,violet,rouge,or,4700.0
jaune,violet,rouge,argent,4700.0
jaune,violet,orange,or,47000.0
jaune,violet,orange,argent,47000.0
jaune,violet,jaune,or,470000.0
jaune,violet,jaune,argent,470000.0
jaune,violet,vert,or,4700000.0
jaune,violet,vert,argent,4700000.0
jaune,violet,bleu,or,47000000.0
jaune,violet,bleu,argent,47000000.0
jaune,violet,violet,or,470000000.0
jaune,violet,violet,argent,470000000.0
jaune,violet,or,or,4.7
jaune,violet,or,argent,4.7
jaune,violet,argent,or,0.47000000000000003
jaune,violet,argent,argent,0.47000000000000003
jaune,gris,noir,or,48.0
jaune,gris,noir,argent,48.0
jaune,gris,marron,or,480.0
jaune,gris,marron,argent,480.0
jaune,gris,rouge,or,4800.0
jaune,gris,rouge,argent,4800.0
jaune,gris,orange,or,48000.0
jaune,gris,orange,argent,48000.0
jaune,gris,jaune,or,480000.0
jaune,gris,jaune,argent,480000.0
jaune,gris,vert,or,4800000.0
jaune,gris,vert,argent,4800000.0
jaune,gris,bleu,or,48000000.0
jaune,gris,bleu,argent,48000000.0
jaune,gris,violet,or,480000000.0
jaune,gris,violet,argent,480000000.0
jaune,gris,or,or,4.800000000000001
jaune,gris,or,argent,4.800000000000001
jaune,gris,argent,or,0.48
jaune,gris,argent,argent,0.48
jaune,blanc,noir,or,49.0
jaune,blanc,noir,argent,49.0
jaune,blanc,marron,or,490.0
jaune,blanc,marron,argent,490.0
jaune,blanc,rouge,or,4900.0
jaune,blanc,rouge,argent,4900.0
jaune,blanc,orange,or,49000.0
jaune,blanc,orange,argent,49000.0
jaune,blanc,jaune,or,490000.0
jaune,blanc,jaune,argent,490000.0
jaune,blanc,vert,or,4900000.0
jaune,blanc,vert,argent,4900000.0
jaune,blanc,bleu,or,49000000.0
jaune,blanc,bleu,argent,49000000.0
jaune,blanc,violet,or,490000000.0
jaune,blanc,violet,argent,490000000.0
jaune,blanc,or,or,4.9
jaune,blanc,or,argent,4.9
jaune,blanc,argent,or,0.49
jaune,blanc,argent,argent,0.49
vert,noir,noir,or,50.0
vert,noir,noir,argent,50.0
vert,noir,marron,or,500.0
vert,noir,marron,argent,500.0
vert,noir,rouge,or,5000.0
vert,noir,rouge,argent,5000.0
vert,noir,orange,or,50000.0
vert,noir,orange,argent,50000.0
vert,noir,jaune,or,500000.0
vert,noir,jaune,argent,500000.0
vert,noir,vert,or,5000000.0
vert,noir,vert,argent,5000000.0
vert,noir,bleu,or,50000000.0
vert,noir,bleu,argent,50000000.0
vert,noir,violet,or,500000000.0
vert,noir,violet,argent,500000000.0
vert,noir,or,or,5.0
vert,noir,or,argent,5.0
vert,noir,argent,or,0.5
vert,noir,argent,argent,0.5
vert,marron,noir,or,51.0
vert,marron,noir,argent,51.0
vert,marron,marron,or,510.0
vert,marron,marron,argent,510.0
vert,marron,rouge,or,5100.0
vert,marron,rouge,argent,5100.0
vert,marron,orange,or,51000.0
vert,marron,orange,argent,51000.0
vert,marron,jaune,or,510000.0
vert,marron,jaune,argent,510000.0
vert,marron,vert,or,5100000.0
vert,marron,vert,argent,5100000.0
vert,marron,bleu,or,51000000.0
vert,marron,bleu,argent,51000000.0
vert,marron,violet,or,510000000.0
vert,marron,violet,argent,510000000.0
vert,marron,or,or,5.1000000000000005
vert,marron,or,argent,5.1000000000000005
vert,marron,argent,or,0.51
vert,marron,argent,argent,0.51
vert,rouge,noir,or,52.0
vert,rouge,noir,argent,52.0
vert,rouge,marron,or,520.0
vert,rouge,marron,argent,520.0
vert,rouge,rouge,or,5200.0
vert,rouge,rouge,argent,5200.0
vert,rouge,orange,or,52000.0
vert,rouge,orange,argent,52000.0
vert,rouge,jaune,or,520000.0
vert,rouge,jaune,argent,520000.0
vert,rouge,vert,or,5200000.0
vert,rouge,vert,argent,5200000.0
vert,rouge,bleu,or,52000000.0
vert,rouge,bleu,argent,52000000.0
vert,rouge,violet,or,520000000.0
vert,rouge,violet,argent,520000000.0
vert,rouge,or,or,5.2
vert,rouge,or,argent,5.2
vert,rouge,argent,or,0.52
vert,rouge,argent,argent,0.52
vert,orange,noir,or,53.0
vert,orange,noir,argent,53.0
vert,orange,marron,or,530.0
vert,orange,marron,argent,530.0
vert,orange,rouge,or,5300.0
vert,orange,rouge,argent,5300.0
vert,orange,orange,or,53000.0
vert,orange,orange,argent,53000.0
vert,orange,jaune,or,530000.0
vert,orange,jaune,argent,530000.0
vert,orange,vert,or,5300000.0
vert,orange,vert,argent,5300000.0
vert,orange,bleu,or,53000000.0
vert,orange,bleu,argent,53000000.0
vert,orange,violet,or,530000000.0
vert,orange,violet,argent,530000000.0
vert,orange,or,or,5.300000000000001
vert,orange,or,argent,5.300000000000001
vert,orange,argent,or,0.53
vert,orange,argent,argent,0.53
vert,jaune,noir,or,54.0
vert,jaune,noir,argent,54.0
vert,jaune,marron,or,540.0
vert,jaune,marron,argent,540.0
vert,jaune,rouge,or,5400.0
vert,jaune,rouge,argent,5400.0
vert,jaune,orange,or,54000.0
vert,jaune,orange,argent,54000.0
vert,jaune,jaune,or,540000.0
vert,jaune,jaune,argent,540000.0
vert,jaune,vert,or,5400000.0
vert,jaune,vert,argent,5400000.0
vert,jaune,bleu,or,54000000.0
vert,jaune,bleu,argent,54000000.0
vert,jaune,violet,or,540000000.0
vert,jaune,violet,argent,540000000.0
vert,jaune,or,or,5.4
vert,jaune,or,argent,5.4
vert,jaune,argent,or,0.54
vert,jaune,argent,argent,0.54
vert,vert,noir,or,55.0
vert,vert,noir,argent,55.0
vert,vert,marron,or,550.0
vert,vert,marron,argent,550.0
vert,vert,rouge,or,5500.0
vert,vert,rouge,argent,5500.0
vert,vert,orange,or,55000.0
vert,vert,orange,argent,55000.0
vert,vert,jaune,or,550000.0
vert,vert,jaune,argent,550000.0
vert,vert,vert,or,5500000.0
vert,vert,vert,argent,5500000.0
vert,vert,bleu,or,55000000.0
vert,vert,bleu,argent,55000000.0
vert,vert,violet,or,550000000.0
vert,vert,violet,argent,550000000.0
vert,vert,or,or,5.5
vert,vert,or,argent,5.5
vert,vert,argent,or,0.55
vert,vert,argent,argent,0.55
vert,bleu,noir,or,56.0
vert,bleu,noir,argent,56.0
vert,bleu,marron,or,560.0
vert,bleu,marron,argent,560.0
vert,bleu,rouge,or,5600.0
vert,bleu,rouge,argent,5600.0
vert,bleu,orange,or,56000.0
vert,bleu,orange,argent,56000.0
vert,bleu,jaune,or,560000.0
vert,bleu,jaune,argent,560000.0
vert,bleu,vert,or,5600000.0
vert,bleu,vert,argent,5600000.0
vert,bleu,bleu,or,56000000.0
vert,bleu,bleu,argent,56000000.0
vert,bleu,violet,or,560000000.0
vert,bleu,violet,argent,560000000.0
vert,bleu,or,or,5.6000000000000005
vert,bleu,or,argent,5.6000000000000005
vert,bleu,argent,or,0.56
vert,bleu,argent,argent,0.56
vert,violet,noir,or,57.0
vert,violet,noir,argent,57.0
vert,violet,marron,or,570.0
vert,violet,marron,argent,570.0
vert,violet,rouge,or,5700.0
vert,violet,rouge,argent,5700.0
vert,violet,orange,or,57000.0
vert,violet,orange,argent,57000.0
vert,violet,jaune,or,570000.0
vert,violet,jaune,argent,570000.0
vert,violet,vert,or,5700000.0
vert,violet,vert,argent,5700000.0
vert,violet,bleu,or,57000000.0
vert,violet,bleu,argent,57000000.0
vert,violet,violet,or,570000000.0
vert,violet,violet,argent,570000000.0
vert,violet,or,or,5.7
vert,violet,or,argent,5.7
vert,violet,argent,or,0.5700000000000001
vert,violet,argent,argent,0.5700000000000001
vert,gris,noir,or,58.0
vert,gris,noir,argent,58.0
vert,gris,marron,or,580.0
vert,gris,marron,argent,580.0
vert,gris,rouge,or,5800.0
vert,gris,rouge,argent,5800.0
vert,gris,orange,or,58000.0
vert,gris,orange,argent,58000.0
vert,gris,jaune,or,580000.0
vert,gris,jaune,argent,580000.0
vert,gris,vert,or,5800000.0
vert,gris,vert,argent,5800000.0
vert,gris,bleu,or,58000000.0
vert,gris,bleu,argent,58000000.0
vert,gris,violet,or,580000000.0
vert,gris,violet,argent,580000000.0
vert,gris,or,or,5.800000000000001
vert,gris,or,argent,5.800000000000001
vert,gris,argent,or,0.58
vert,gris,argent,argent,0.58
vert,blanc,noir,or,59.0
vert,blanc,noir,argent,59.0
vert,blanc,marron,or,590.0
vert,blanc,marron,argent,590.0
vert,blanc,rouge,or,5900.0
vert,blanc,rouge,argent,5900.0
vert,blanc,orange,or,59000.0
vert,blanc,orange,argent,59000.0
vert,blanc,jaune,or,590000.0
vert,blanc,jaune,argent,590000.0
vert,blanc,vert,or,5900000.0
vert,blanc,vert,argent,5900000.0
vert,blanc,bleu,or,59000000.0
vert,blanc,bleu,argent,59000000.0
vert,blanc,violet,or,590000000.0
vert,blanc,violet,argent,590000000.0
vert,blanc,or,or,5.9
vert,blanc,or,argent,5.9
vert,blanc,argent,or,0.59
vert,blanc,argent,argent,0.59
bleu,noir,noir,or,60.0
bleu,noir,noir,argent,60.0
bleu,noir,marron,or,600.0
bleu,noir,marron,argent,600.0
bleu,noir,rouge,or,6000.0
bleu,noir,rouge,argent,6000.0
bleu,noir,orange,or,60000.0
bleu,noir,orange,argent,60000.0
bleu,noir,jaune,or,600000.0
bleu,noir,jaune,argent,600000.0
bleu,noir,vert,or,6000000.0
bleu,noir,vert,argent,6000000.0
bleu,noir,bleu,or,60000000.0
bleu,noir,bleu,argent,60000000.0
bleu,noir,violet,or,600000000.0
bleu,noir,violet,argent,600000000.0
bleu,noir,or,or,6.0
bleu,noir,or,argent,6.0
bleu,noir,argent,or,0.6
bleu,noir,argent,argent,0.6
bleu,marron,noir,or,61.0
bleu,marron,noir,argent,61.0
bleu,marron,marron,or,610.0
bleu,marron,marron,argent,610.0
bleu,marron,rouge,or,6100.0
bleu,marron,rouge,argent,6100.0
bleu,marron,orange,or,61000.0
bleu,marron,orange,argent,61000.0
bleu,marron,jaune,or,610000.0
bleu,marron,jaune,argent,610000.0
bleu,marron,vert,or,6100000.0
bleu,marron,vert,argent,6100000.0
bleu,marron,bleu,or,61000000.0
bleu,marron,bleu,argent,61000000.0
bleu,marron,violet,or,610000000.0
bleu,marron,violet,argent,610000000.0
bleu,marron,or,or,6.1000000000000005
bleu,marron,or,argent,6.1000000000000005
bleu,marron,argent,or,0.61
bleu,marron,argent,argent,0.61
bleu,rouge,noir,or,62.0
bleu,rouge,noir,argent,62.0
bleu,rouge,marron,or,620.0
bleu,rouge,marron,argent,620.0
bleu,rouge,rouge,or,6200.0
bleu,rouge,rouge,argent,6200.0
bleu,rouge,orange,or,62000.0
bleu,rouge,orange,argent,62000.0
bleu,rouge,jaune,or,620000.0
bleu,rouge,jaune,argent,620000.0
bleu,rouge,vert,or,6200000.0
bleu,rouge,vert,argent,6200000.0
bleu,rouge,bleu,or,62000000.0
bleu,rouge,bleu,argent,62000000.0
bleu,rouge,violet,or,620000000.0
bleu,rouge,violet,argent,620000000.0
bleu,rouge,or,or,6.2
bleu,rouge,or,argent,6.2
bleu,rouge,argent,or,0.62
bleu,rouge,argent,argent,0.62
bleu,orange,noir,or,63.0
bleu,orange,noir,argent,63.0
bleu,orange,marron,or,630.0
bleu,orange,marron,argent,630.0
bleu,orange,rouge,or,6300.0
bleu,orange,rouge,argent,6300.0
bleu,orange,orange,or,63000.0
bleu,orange,orange,argent,63000.0
bleu,orange,jaune,or,630000.0
bleu,orange,jaune,argent,630000.0
bleu,orange,vert,or,6300000.0
bleu,orange,vert,argent,6300000.0
bleu,orange,bleu,or,63000000.0
bleu,orange,bleu,argent,63000000.0
bleu,orange,violet,or,630000000.0
bleu,orange,violet,argent,630000000.0
bleu,orange,or,or,6.300000000000001
bleu,orange,or,argent,6.300000000000001
bleu,orange,argent,or,0.63
bleu,orange,argent,argent,0.63
bleu,jaune,noir,or,64.0
bleu,jaune,noir,argent,64.0
bleu,jaune,marron,or,640.0
bleu,jaune,marron,argent,640.0
bleu,jaune,rouge,or,6400.0
bleu,jaune,rouge,argent,6400.0
bleu,jaune,orange,or,64000.0
bleu,jaune,orange,argent,64000.0
bleu,jaune,jaune,or,640000.0
bleu,jaune,jaune,argent,640000.0
bleu,jaune,vert,or,6400000.0
bleu,jaune,vert,argent,6400000.0
bleu,jaune,bleu,or,64000000.0
bleu,jaune,bleu,argent,64000000.0
bleu,jaune,violet,or,640000000.0
bleu,jaune,violet,argent,640000000.0
bleu,jaune,or,or,6.4
bleu,jaune,or,argent,6.4
bleu,jaune,argent,or,0.64
bleu,jaune,argent,argent,0.64
bleu,vert,noir,or,65.0
bleu,vert,noir,argent,65.0
bleu,vert,marron,or,650.0
bleu,vert,marron,argent,650.0
bleu,vert,rouge,or,6500.0
bleu,vert,rouge,argent,6500.0
bleu,vert,orange,or,65000.0
bleu,vert,orange,argent,65000.0
bleu,vert,jaune,or,650000.0
bleu,vert,jaune,argent,650000.0
bleu,vert,vert,or,6500000.0
bleu,vert,vert,argent,6500000.0
bleu,vert,bleu,or,65000000.0
bleu,vert,bleu,argent,65000000.0
bleu,vert,violet,or,650000000.0
bleu,vert,violet,argent,650000000.0
bleu,vert,or,or,6.5
bleu,vert,or,argent,6.5
bleu,vert,argent,or,0.65
bleu,vert,argent,argent,0.65
bleu,bleu,noir,or,66.0
bleu,bleu,noir,argent,66.0
bleu,bleu,marron,or,660.0
bleu,bleu,marron,argent,660.0
bleu,bleu,rouge,or,6600.0
bleu,bleu,rouge,argent,6600.0
bleu,bleu,orange,or,66000.0
bleu,bleu,orange,argent,66000.0
bleu,bleu,jaune,or,660000.0
bleu,bleu,jaune,argent,660000.0
bleu,bleu,vert,or,6600000.0
bleu,bleu,vert,argent,6600000.0
bleu,bleu,bleu,or,66000000.0
bleu,bleu,bleu,argent,66000000.0
bleu,bleu,violet,or,660000000.0
bleu,bleu,violet,argent,660000000.0
bleu,bleu,or,or,6.6000000000000005
bleu,bleu,or,argent,6.6000000000000005
bleu,bleu,argent,or,0.66
bleu,bleu,argent,argent,0.66
bleu,violet,noir,or,67.0
bleu,violet,noir,argent,67.0
bleu,violet,marron,or,670.0
bleu,violet,marron,argent,670.0
bleu,violet,rouge,or,6700.0
bleu,violet,rouge,argent,6700.0
bleu,violet,orange,or,67000.0
bleu,violet,orange,argent,67000.0
bleu,violet,jaune,or,670000.0
bleu,violet,jaune,argent,670000.0
bleu,violet,vert,or,6700000.0
bleu,violet,vert,argent,6700000.0
bleu,violet,bleu,or,67000000.0
bleu,violet,bleu,argent,67000000.0
bleu,violet,violet,or,670000000.0
bleu,violet,violet,argent,670000000.0
bleu,violet,or,or,6.7
bleu,violet,or,argent,6.7
bleu,violet,argent,or,0.67
bleu,violet,argent,argent,0.67
bleu,gris,noir,or,68.0
bleu,gris,noir,argent,68.0
bleu,gris,marron,or,680.0
bleu,gris,marron,argent,680.0
bleu,gris,rouge,or,6800.0
bleu,gris,rouge,argent,6800.0
bleu,gris,orange,or,68000.0
bleu,gris,orange,argent,68000.0
bleu,gris,jaune,or,680000.0
bleu,gris,jaune,argent,680000.0
bleu,gris,vert,or,6800000.0
bleu,gris,vert,argent,6800000.0
bleu,gris,bleu,or,68000000.0
bleu,gris,bleu,argent,68000000.0
bleu,gris,violet,or,680000000.0
bleu,gris,violet,argent,680000000.0
bleu,gris,or,or,6.800000000000001
bleu,gris,or,argent,6.800000000000001
bleu,gris,argent,or,0.68
bleu,gris,argent,argent,0.68
bleu,blanc,noir,or,69.0
bleu,blanc,noir,argent,69.0
bleu,blanc,marron,or,690.0
bleu,blanc,marron,argent,690.0
bleu,blanc,rouge,or,6900.0
bleu,blanc,rouge,argent,6900.0
bleu,blanc,orange,or,69000.0
bleu,blanc,orange,argent,69000.0
bleu,blanc,jaune,or,690000.0
bleu,blanc,jaune,argent,690000.0
bleu,blanc,vert,or,6900000.0
bleu,blanc,vert,argent,6900000.0
bleu,blanc,bleu,or,69000000.0
bleu,blanc,bleu,argent,69000000.0
bleu,blanc,violet,or,690000000.0
bleu,blanc,violet,argent,690000000.0
bleu,blanc,or,or,6.9
bleu,blanc,or,argent,6.9
bleu,blanc,argent,or,0.6900000000000001
bleu,blanc,argent,argent,0.6900000000000001
violet,noir,noir,or,70.0
violet,noir,noir,argent,70.0
violet,noir,marron,or,700.0
violet,noir,marron,argent,700.0
violet,noir,rouge,or,7000.0
violet,noir,rouge,argent,7000.0
violet,noir,orange,or,70000.0
violet,noir,orange,argent,70000.0
violet,noir,jaune,or,700000.0
violet,noir,jaune,argent,700000.0
violet,noir,vert,or,7000000.0
violet,noir,vert,argent,7000000.0
violet,noir,bleu,or,70000000.0
violet,noir,bleu,argent,70000000.0
violet,noir,violet,or,700000000.0
violet,noir,violet,argent,700000000.0
violet,noir,or,or,7.0
violet,noir,or,argent,7.0
violet,noir,argent,or,0.7000000000000001
violet,noir,argent,argent,0.7000000000000001
violet,marron,noir,or,71.0
violet,marron,noir,argent,71.0
violet,marron,marron,or,710.0
violet,marron,marron,argent,710.0
violet,marron,rouge,or,7100.0
violet,marron,rouge,argent,7100.0
violet,marron,orange,or,71000.0
violet,marron,orange,argent,71000.0
violet,marron,jaune,or,710000.0
violet,marron,jaune,argent,710000.0
violet,marron,vert,or,7100000.0
violet,marron,vert,argent,7100000.0
violet,marron,bleu,or,71000000.0
violet,marron,bleu,argent,71000000.0
violet,marron,violet,or,710000000.0
violet,marron,violet,argent,710000000.0
violet,marron,or,or,7.1000000000000005
violet,marron,or,argent,7.1000000000000005
violet,marron,argent,or,0.71
violet,marron,argent,argent,0.71
violet,rouge,noir,or,72.0
violet,rouge,noir,argent,72.0
violet,rouge,marron,or,720.0
violet,rouge,marron,argent,720.0
violet,rouge,rouge,or,7200.0
violet,rouge,rouge,argent,7200.0
violet,rouge,orange,or,72000.0
violet,rouge,orange,argent,72000.0
violet,rouge,jaune,or,720000.0
violet,rouge,jaune,argent,720000.0
violet,rouge,vert,or,7200000.0
violet,rouge,vert,argent,7200000.0
violet,rouge,bleu,or,72000000.0
violet,rouge,bleu,argent,72000000.0
violet,rouge,violet,or,720000000.0
violet,rouge,violet,argent,720000000.0
violet,rouge,or,or,7.2
violet,rouge,or,argent,7.2
violet,rouge,argent,or,0.72
violet,rouge,argent,argent,0.72
violet,orange,noir,or,73.0
violet,orange,noir,argent,73.0
violet,orange,marron,or,730.0
violet,orange,marron,argent,730.0
violet,orange,rouge,or,7300.0
violet,orange,rouge,argent,7300.0
violet,orange,orange,or,73000.0
violet,orange,orange,argent,73000.0
violet,orange,jaune,or,730000.0
violet,orange,jaune,argent,730000.0
violet,orange,vert,or,7300000.0
violet,orange,vert,argent,7300000.0
violet,orange,bleu,or,73000000.0
violet,orange,bleu,argent,73000000.0
violet,orange,violet,or,730000000.0
violet,orange,violet,argent,730000000.0
violet,orange,or,or,7.300000000000001
violet,orange,or,argent,7.300000000000001
violet,orange,argent,or,0.73
violet,orange,argent,argent,0.73
violet,jaune,noir,or,74.0
violet,jaune,noir,argent,74.0
violet,jaune,marron,or,740.0
violet,jaune,marron,argent,740.0
violet,jaune,rouge,or,7400.0
violet,jaune,rouge,argent,7400.0
violet,jaune,orange,or,74000.0
violet,jaune,orange,argent,74000.0
violet,jaune,jaune,or,740000.0
violet,jaune,jaune,argent,740000.0
violet,jaune,vert,or,7400000.0
violet,jaune,vert,argent,7400000.0
violet,jaune,bleu,or,74000000.0
violet,jaune,bleu,argent,74000000.0
violet,jaune,violet,or,740000000.0
violet,jaune,violet,argent,740000000.0
violet,jaune,or,or,7.4
violet,jaune,or,argent,7.4
violet,jaune,argent,or,0.74
violet,jaune,argent,argent,0.74
violet,vert,noir,or,75.0
violet,vert,noir,argent,75.0
violet,vert,marron,or,750.0
violet,vert,marron,argent,750.0
violet,vert,rouge,or,7500.0
violet,vert,rouge,argent,7500.0
violet,vert,orange,or,75000.0
violet,vert,orange,argent,75000.0
violet,vert,jaune,or,750000.0
violet,vert,jaune,argent,750000.0
violet,vert,vert,or,7500000.0
violet,vert,vert,argent,7500000.0
violet,vert,bleu,or,75000000.0
violet,vert,bleu,argent,75000000.0
violet,vert,violet,or,750000000.0
violet,vert,violet,argent,750000000.0
violet,vert,or,or,7.5
violet,vert,or,argent,7.5
violet,vert,argent,or,0.75
violet,vert,argent,argent,0.75
violet,bleu,noir,or,76.0
violet,bleu,noir,argent,76.0
violet,bleu,marron,or,760.0
violet,bleu,marron,argent,760.0
violet,bleu,rouge,or,7600.0
violet,bleu,rouge,argent,7600.0
violet,bleu,orange,or,76000.0
violet,bleu,orange,argent,76000.0
violet,bleu,jaune,or,760000.0
violet,bleu,jaune,argent,760000.0
violet,bleu,vert,or,7600000.0
violet,bleu,vert,argent,7600000.0
violet,bleu,bleu,or,76000000.0
violet,bleu,bleu,argent,76000000.0
violet,bleu,violet,or,760000000.0
violet,bleu,violet,argent,760000000.0
violet,bleu,or,or,7.6000000000000005
violet,bleu,or,argent,7.6000000000000005
violet,bleu,argent,or,0.76
violet,bleu,argent,argent,0.76
violet,violet,noir,or,77.0
violet,violet,noir,argent,77.0
violet,violet,marron,or,770.0
violet,violet,marron,argent,770.0
violet,violet,rouge,or,7700.0
violet,violet,rouge,argent,7700.0
violet,violet,orange,or,77000.0
violet,violet,orange,argent,77000.0
violet,violet,jaune,or,770000.0
violet,violet,jaune,argent,770000.0
violet,violet,vert,or,7700000.0
violet,violet,vert,argent,7700000.0
violet,violet,bleu,or,77000000.0
violet,violet,bleu,argent,77000000.0
violet,violet,violet,or,770000000.0
violet,violet,violet,argent,770000000.0
violet,violet,or,or,7.7
violet,violet,or,argent,7.7
violet,violet,argent,or,0.77
violet,violet,argent,argent,0.77
violet,gris,noir,or,78.0
violet,gris,noir,argent,78.0
violet,gris,marron,or,780.0
violet,gris,marron,argent,780.0
violet,gris,rouge,or,7800.0
violet,gris,rouge,argent,7800.0
violet,gris,orange,or,78000.0
violet,gris,orange,argent,78000.0
violet,gris,jaune,or,780000.0
violet,gris,jaune,argent,780000.0
violet,gris,vert,or,7800000.0
violet,gris,vert,argent,7800000.0
violet,gris,bleu,or,78000000.0
violet,gris,bleu,argent,78000000.0
violet,gris,violet,or,780000000.0
violet,gris,violet,argent,780000000.0
violet,gris,or,or,7.800000000000001
violet,gris,or,argent,7.800000000000001
violet,gris,argent,or,0.78
violet,gris,argent,argent,0.78
violet,blanc,noir,or,79.0
violet,blanc,noir,argent,79.0
violet,blanc,marron,or,790.0
violet,blanc,marron,argent,790.0
violet,blanc,rouge,or,7900.0
violet,blanc,rouge,argent,7900.0
violet,blanc,orange,or,79000.0
violet,blanc,orange,argent,79000.0
violet,blanc,jaune,or,790000.0
